402.42,408.63,398.32,398.87,389.98,450.84,433.91,437.76,477.94,444.62,487.38,484.56,465.64,492.47,520.85,524.51,545.51,529.15,596.39,516.86,533.38,545.98,524.41,578.97,581.26,568.38,561.86,546.92,565.04,599.44,583.79,582.70,604.21,620.03,604.43,607.77,630.86,608.65,600.44,621.37,603.86,602.54,636.10,605.36,558.53,618.85,604.24,606.50,621.41,609.06,616.69,571.96,593.60,640.65,612.39,579.58,592.04,594.23,616.92,607.22,603.93,618.71,630.00,617.39,613.54,619.44,637.89,634.57,654.11,620.25,632.67,669.03,643.39,693.43,700.65,707.65,669.91,697.22,694.42,731.77,756.85,749.97,742.80,745.73,776.71,750.19,796.47,778.69,820.71,816.43,823.22,824.52,846.21,875.39,895.80,895.81,922.54,955.59,907.38,918.28,901.53,961.44,970.23,932.78,967.60,983.91,967.60,982.67,971.00,944.08,989.42,994.06,980.50,944.09,944.66,932.74,965.59,969.61,946.03,948.93,904.66,916.18,876.53,878.62,901.26,868.09,885.88,860.93,893.06,828.23,786.05,801.19,770.26,796.69,765.66,749.82,737.96,743.30,707.71,720.80,714.95,676.28,654.03,652.07,666.68,644.88,646.58,660.61,621.76,593.18,623.14,596.08,605.98,603.73,557.50,598.96,584.43,549.59,563.42,558.42,549.97,563.38,571.34,539.56,563.00,553.21,535.24,531.30,501.91,492.09,522.49,499.06,512.24,499.03,470.46,509.65,490.25,495.91,471.92,478.26,511.01,476.88,479.46,436.86,503.51,485.70,468.84,450.55,426.33,426.61,430.14,387.74,382.27,348.37,356.68,395.49,345.56,335.71,338.13,289.13
407.76,423.30,414.59,449.08,398.45,470.71,427.97,425.63,455.00,505.57,475.98,465.79,466.46,497.99,467.74,488.98,552.99,555.52,533.18,532.91,549.62,601.39,568.26,583.83,566.79,577.01,593.42,587.41,551.08,618.51,584.20,642.07,616.66,607.15,617.08,608.44,602.96,618.68,633.85,608.27,606.33,612.69,639.70,650.41,629.16,633.99,610.10,640.49,634.18,609.10,587.69,599.18,610.39,647.25,655.39,615.97,617.17,631.30,627.23,646.75,619.06,650.17,628.36,652.50,632.63,628.78,682.67,669.52,616.59,648.16,686.30,643.84,689.23,693.67,673.34,694.60,660.90,746.48,713.71,745.20,751.03,775.91,750.43,773.82,791.85,809.26,826.23,805.06,812.87,864.94,808.55,892.17,866.07,883.16,880.49,903.74,940.31,940.06,943.76,944.40,921.83,941.33,958.12,980.18,977.69,1000.43,993.86,988.24,1034.56,998.17,981.51,1026.55,1011.67,1021.40,979.41,996.84,943.12,981.91,956.37,924.98,964.60,898.97,887.54,923.12,916.87,913.98,898.14,901.24,873.83,845.07,833.96,817.39,816.48,776.15,792.47,771.56,766.56,754.56,688.08,707.49,712.00,702.03,697.64,688.16,702.47,668.83,647.16,612.70,608.99,639.18,642.21,644.78,590.77,595.02,600.11,630.76,587.01,610.99,578.92,594.43,588.01,567.15,539.97,551.71,583.73,568.47,539.27,538.16,507.45,567.97,553.76,530.15,533.60,482.73,512.75,545.29,534.10,516.67,505.05,516.24,489.33,455.96,483.07,484.83,492.44,434.02,452.87,445.96,417.23,440.47,436.80,406.87,444.35,387.15,374.67,363.94,346.81,341.45,313.34,327.48
394.23,356.68,409.50,421.53,440.04,462.83,464.65,444.00,450.33,485.17,471.02,465.62,545.72,499.90,501.28,477.46,545.61,515.89,543.07,568.48,536.03,563.19,597.95,523.96,562.24,565.45,584.62,591.96,575.97,588.12,589.49,601.42,616.01,632.81,638.41,632.83,604.49,623.88,673.19,647.54,619.78,661.40,622.98,618.21,660.19,606.65,595.04,652.53,634.59,636.87,627.37,630.11,626.03,623.05,628.39,628.34,620.74,627.29,589.21,654.25,649.90,642.21,650.76,653.93,636.76,643.75,668.52,666.06,707.17,703.53,695.09,666.96,677.13,675.09,707.92,655.16,708.94,720.56,705.23,761.12,732.23,770.59,831.48,754.46,794.86,801.06,808.73,847.67,866.37,871.49,853.38,928.23,855.71,881.82,916.97,926.14,944.51,976.31,951.77,965.35,959.48,990.79,979.60,985.78,1008.45,1022.88,961.78,1016.05,1005.43,1030.88,1007.12,1037.42,996.24,962.64,1024.86,982.68,962.83,988.83,977.02,990.81,984.05,959.30,930.28,943.74,930.83,927.97,887.76,885.58,891.81,894.38,876.38,846.21,822.26,827.50,785.05,778.07,812.26,777.93,750.96,762.77,760.47,714.70,704.23,691.28,711.53,702.05,701.02,684.62,623.38,653.64,619.28,623.03,629.97,636.94,596.47,562.24,607.14,651.54,590.07,590.80,621.52,593.91,582.88,584.00,576.90,545.94,538.82,600.32,563.19,558.41,551.41,565.54,597.25,553.34,527.28,532.31,552.08,514.41,538.20,469.51,505.75,516.99,523.54,475.11,454.40,471.84,446.77,458.17,452.53,417.46,450.78,422.09,437.10,368.59,374.89,395.11,358.15,360.04,352.42,344.54
383.67,409.59,400.29,438.71,432.13,446.65,503.97,439.35,498.06,425.77,445.91,471.03,480.49,516.14,525.69,522.44,531.97,552.74,565.84,529.40,555.21,567.33,584.45,565.05,584.22,591.84,582.12,586.35,607.32,606.89,623.40,595.95,613.35,618.88,642.59,610.10,635.95,638.43,668.20,616.82,625.31,621.00,607.49,677.15,617.86,627.07,670.33,609.48,660.14,617.18,670.79,602.88,611.67,636.36,667.30,647.96,642.73,677.39,694.79,666.58,642.37,648.44,633.30,663.69,632.03,678.99,711.79,690.16,671.00,695.94,723.29,728.24,683.18,720.36,714.38,741.54,741.41,695.14,744.82,765.41,742.82,793.58,762.27,787.88,842.05,809.16,850.10,815.48,904.19,868.51,888.52,902.13,922.49,891.54,933.13,931.06,921.05,984.74,967.61,988.60,995.83,993.36,1046.67,1012.58,987.94,1015.83,1037.73,1041.39,1011.10,1052.64,999.07,1056.57,1005.75,1025.14,1047.59,1024.45,1033.30,1023.43,1030.08,1018.15,979.66,992.57,939.94,959.30,966.30,941.62,936.48,911.54,926.36,889.89,869.74,884.20,825.71,851.16,807.64,841.48,798.25,793.89,787.36,728.68,742.70,765.33,750.90,728.64,685.80,714.71,707.89,685.60,700.58,654.34,650.12,603.37,664.61,646.06,600.10,592.90,605.31,633.66,607.13,592.67,584.54,579.77,558.43,569.44,568.80,600.58,580.39,564.00,623.50,560.77,594.05,599.68,532.26,561.35,545.52,539.66,558.24,529.87,527.30,528.41,518.51,496.35,529.22,527.37,505.99,483.93,469.32,460.94,513.40,475.89,430.89,441.23,420.64,429.25,417.89,417.92,368.27,376.26,327.94,326.42
418.96,391.77,403.44,429.50,452.91,427.05,387.82,449.09,499.54,491.10,519.38,478.78,476.97,527.18,530.71,539.81,559.94,557.08,563.89,576.99,579.41,592.93,602.12,618.50,580.53,608.52,596.62,592.20,599.66,627.66,630.17,633.58,624.57,632.40,651.67,608.27,641.06,644.63,659.94,619.71,678.25,654.07,656.40,644.16,663.93,654.99,678.97,626.63,659.59,664.83,653.49,649.70,651.14,662.57,623.63,680.00,652.11,665.45,671.62,655.36,665.11,629.16,686.95,696.67,644.17,673.57,661.00,686.36,707.64,719.61,727.97,737.88,713.85,702.46,730.69,753.72,725.05,791.81,786.02,773.81,774.01,785.52,811.40,816.66,851.86,837.82,866.81,868.28,886.49,888.77,919.77,932.22,938.98,953.73,934.23,970.79,1000.12,995.33,974.74,1003.65,1020.81,1006.16,1001.43,1028.79,1026.02,1045.43,1017.91,1064.17,1042.41,1076.32,1051.24,1055.71,1051.28,1038.57,1098.47,1034.90,1060.23,1012.00,1034.63,1029.31,1011.08,991.30,987.99,975.15,1020.69,961.16,960.67,974.00,908.74,914.68,896.01,887.01,872.41,848.59,854.40,816.57,845.05,825.36,790.84,779.87,782.62,749.77,790.96,751.21,741.62,737.48,702.78,727.07,698.93,707.43,676.67,699.60,674.33,703.41,646.21,651.91,621.77,626.73,644.92,650.65,683.14,617.91,597.37,627.47,586.33,616.76,592.07,603.00,617.24,589.80,607.17,602.36,543.84,559.13,541.75,608.59,561.74,594.46,520.86,536.39,557.84,539.02,539.32,496.44,541.51,521.58,505.76,475.33,486.47,464.76,427.84,449.78,437.30,451.05,374.24,412.54,373.44,391.50,381.03,360.13
421.38,389.96,446.64,419.87,412.39,447.46,420.30,476.49,475.30,514.11,511.23,479.07,498.63,534.13,548.79,564.24,571.81,553.24,569.58,595.36,570.14,590.38,582.57,584.16,601.95,592.78,609.18,596.11,617.74,634.97,618.42,634.31,640.57,650.24,641.66,668.95,607.87,711.06,637.08,664.56,639.51,672.77,666.84,649.57,685.18,661.45,676.59,648.13,666.62,708.04,687.95,675.57,661.21,672.36,675.88,681.94,652.60,688.84,655.22,711.40,665.37,689.04,705.82,683.61,698.76,724.33,711.00,711.32,675.45,695.86,741.34,738.13,747.98,753.56,774.44,751.70,768.09,754.32,759.00,761.79,787.47,847.12,796.25,832.79,824.83,850.73,878.40,873.38,921.65,943.03,879.84,923.54,950.62,983.98,964.12,984.23,972.51,975.56,1045.17,989.26,1081.17,1057.27,1063.82,1068.41,1057.72,1075.65,1068.19,1086.29,1076.89,1059.97,1062.04,1059.29,1096.99,1062.88,1033.74,1075.76,1093.10,1072.40,1038.21,1011.10,1031.98,1022.63,996.94,1017.28,1032.60,989.04,976.31,942.50,977.04,935.18,912.50,912.62,907.97,888.47,896.98,867.78,841.78,843.01,832.70,784.74,821.89,781.42,770.80,780.56,770.07,731.11,751.58,715.14,753.98,692.69,706.14,678.23,731.26,655.39,684.36,653.29,655.36,666.32,676.85,680.21,612.66,644.62,664.53,597.86,634.20,624.31,629.14,601.91,585.14,572.02,626.15,624.91,604.93,584.04,557.89,596.99,558.79,561.36,558.31,560.19,542.70,551.91,531.79,550.84,549.62,522.97,521.46,545.59,470.43,459.51,488.03,502.70,447.89,476.69,432.89,405.93,388.13,408.76,365.97,373.90
440.77,412.74,454.90,414.01,437.23,429.30,468.35,491.83,486.96,519.10,488.53,516.82,510.41,536.66,547.79,557.45,532.27,543.56,554.72,571.24,584.74,603.89,579.25,570.42,651.52,591.48,636.27,625.33,634.62,634.19,630.88,651.94,637.71,673.37,664.72,668.40,649.08,657.08,640.40,659.25,647.53,696.28,672.62,676.45,669.83,679.46,725.87,671.56,665.49,689.98,629.75,682.44,674.65,663.23,694.31,686.43,650.64,675.27,632.14,697.71,699.71,680.65,710.10,676.77,686.57,718.10,700.24,717.45,712.56,721.20,728.12,727.86,755.07,743.97,764.84,758.43,751.28,809.65,811.28,857.38,801.46,829.27,842.34,876.48,858.61,857.62,917.67,899.79,936.39,946.79,943.64,953.36,961.46,981.23,1010.76,989.20,1018.53,1004.75,1017.49,1046.42,1016.87,1105.64,1048.18,1078.09,1108.28,1072.83,1048.33,1088.88,1082.74,1056.23,1108.03,1106.09,1123.47,1075.94,1063.18,1082.93,1084.32,1098.68,1101.82,1090.47,1063.55,1065.16,1026.87,1032.96,995.14,1009.12,998.11,1018.88,967.65,961.56,951.84,925.20,905.36,934.46,875.96,856.19,883.62,880.61,836.05,824.23,826.73,795.37,782.66,805.01,789.05,793.02,732.04,737.76,744.57,711.99,735.32,739.38,696.04,701.71,723.66,724.52,697.79,689.42,655.46,674.98,674.45,654.85,643.09,625.45,612.52,604.61,651.49,639.21,622.90,622.21,629.21,617.74,590.07,630.80,614.05,608.44,614.74,576.27,611.04,577.83,591.90,581.92,539.18,562.33,550.71,536.31,524.94,515.84,524.16,509.46,488.16,447.03,475.77,469.09,489.11,452.87,381.44,408.90,431.33,395.25
419.46,440.80,420.21,452.04,447.22,461.51,488.06,462.44,516.10,491.13,513.90,489.64,540.84,563.99,533.20,529.54,565.34,596.70,546.22,560.46,580.64,580.21,586.92,567.77,627.56,628.42,593.27,661.71,671.25,627.40,670.27,639.73,658.80,642.18,706.66,659.67,671.10,657.56,711.07,713.89,710.89,699.33,669.46,700.11,684.87,712.60,709.91,675.76,708.80,704.54,636.48,709.03,685.47,677.55,679.65,695.18,708.99,673.77,706.76,716.61,744.68,688.56,706.07,721.59,742.97,717.98,752.49,694.65,713.65,751.46,722.52,733.98,754.13,787.83,742.69,792.71,819.13,804.22,810.84,836.79,835.87,878.85,840.50,873.70,891.13,891.96,854.80,921.85,955.99,966.50,970.95,954.72,997.25,990.33,1021.05,1028.25,1017.72,1030.37,1065.76,1064.09,1060.93,1067.80,1087.97,1132.42,1096.72,1112.28,1119.03,1097.89,1087.84,1104.19,1130.34,1126.86,1137.92,1123.62,1116.37,1102.44,1127.28,1085.41,1074.97,1101.11,1054.96,1121.07,1064.88,1060.14,1026.38,1025.11,1011.32,997.08,1008.32,974.16,990.79,1010.84,938.71,934.67,926.24,941.97,891.28,863.70,842.50,854.44,834.68,872.19,856.06,789.00,784.86,790.34,807.00,770.80,747.74,750.96,731.44,748.35,714.82,711.90,738.84,694.10,674.76,700.13,685.87,698.44,689.94,678.55,673.75,656.19,668.62,680.71,639.79,655.34,672.36,657.78,669.84,628.12,598.53,634.60,633.05,648.11,639.15,620.44,618.99,593.47,566.16,585.74,595.49,581.01,576.19,542.19,536.26,541.67,511.12,501.42,507.03,505.28,474.77,443.91,440.61,447.33,434.82,423.39,416.43,393.47
421.88,425.71,459.59,475.21,432.68,461.17,476.65,480.29,531.00,509.01,497.68,534.82,537.26,546.70,585.36,564.62,559.73,534.69,578.25,615.22,594.57,558.65,600.30,636.67,634.03,612.35,623.60,632.19,632.38,610.00,670.55,684.84,633.49,692.63,669.34,699.29,678.70,683.57,691.01,670.24,712.22,668.00,684.31,704.61,685.57,712.82,726.20,720.26,662.56,705.03,724.31,678.64,720.72,720.93,684.76,727.23,717.69,727.11,696.84,721.46,686.91,678.30,729.81,752.49,739.39,737.29,739.45,729.42,749.35,768.20,757.51,788.15,784.48,794.82,814.67,795.26,828.37,817.31,842.15,833.20,839.07,870.67,843.04,887.05,873.35,933.80,952.14,926.92,965.91,988.50,1001.70,1000.98,1024.27,1009.26,1036.30,1037.34,1043.64,1070.20,1087.06,1113.43,1104.86,1121.10,1129.29,1177.14,1093.53,1121.44,1169.25,1136.38,1163.84,1152.47,1190.76,1126.21,1171.75,1180.19,1121.86,1153.82,1113.98,1128.14,1115.83,1065.53,1113.94,1099.49,1116.71,1089.25,1112.19,1057.37,1041.53,1027.99,1010.60,962.68,989.66,939.80,977.18,930.29,924.16,915.67,912.08,903.59,912.60,867.05,876.16,909.43,850.94,828.71,806.04,807.42,783.67,797.26,784.88,730.90,765.53,779.60,742.68,730.59,709.46,693.59,741.47,715.62,729.41,739.58,722.62,688.79,698.17,678.75,672.77,689.76,662.26,630.72,653.11,660.62,692.97,648.35,663.86,645.49,668.37,661.70,656.49,592.36,624.91,629.31,614.74,612.42,593.03,568.73,541.03,552.99,609.99,536.84,497.11,540.32,531.78,529.10,501.14,496.72,504.44,440.32,423.76,407.98,411.67,432.66
430.74,440.12,404.09,436.70,423.88,493.98,512.13,505.78,480.12,539.04,513.73,503.77,517.87,537.49,555.83,560.17,543.51,604.17,584.83,581.27,625.21,586.57,584.63,649.38,668.23,627.36,641.62,625.28,653.72,649.23,661.56,676.39,650.57,669.37,644.35,676.90,685.46,695.00,698.09,714.04,667.63,670.98,713.39,663.98,710.23,684.65,741.31,716.37,708.43,738.78,694.36,699.57,693.27,702.71,722.84,733.22,744.44,690.77,726.07,709.83,730.62,784.44,746.93,762.76,788.02,775.78,749.11,737.82,768.44,763.87,751.38,793.83,801.95,840.14,806.14,828.09,818.78,859.63,850.20,840.21,874.78,894.64,904.06,932.32,895.16,920.23,963.03,949.01,981.69,941.87,1057.94,1011.48,1053.86,1036.12,1063.75,1097.54,1102.86,1086.81,1099.02,1132.03,1168.21,1134.27,1177.69,1141.05,1171.41,1180.01,1154.50,1151.54,1192.22,1160.55,1154.18,1158.30,1160.20,1186.02,1176.21,1176.31,1165.60,1139.60,1158.88,1161.24,1141.18,1129.67,1095.85,1105.33,1074.04,1078.80,1034.88,1023.04,1039.55,1019.81,1020.11,1002.32,992.56,991.02,956.48,948.30,968.84,927.00,910.74,903.59,886.59,863.79,846.51,840.04,861.96,821.49,820.98,828.49,799.71,809.17,757.34,777.56,774.25,765.99,725.71,776.44,729.24,747.30,735.33,750.09,768.85,694.59,702.89,715.26,685.09,718.63,715.67,705.81,695.12,713.47,658.54,678.38,657.53,685.11,625.41,655.98,657.41,625.59,625.49,631.41,642.91,595.46,590.83,621.98,585.06,565.61,585.95,551.43,571.17,526.39,525.16,535.61,500.22,507.62,478.68,506.89,485.70,414.67,438.45,398.36
